p_partkey,p_brand,p_retailprice,p_partkey_bucket,p_partkey_bucket-p_brand,tpch-2g-parts_rate
,Brand#12,1952.8212467622698,,nan-Brand#12,
,Brand#12,1333.8415001585463,,nan-Brand#12,
,Brand#12,1515.933372630421,,nan-Brand#12,
,Brand#12,1723.318318522459,,nan-Brand#12,
,Brand#12,1730.8052624111576,,nan-Brand#12,
,Brand#12,1123.6837727863394,,nan-Brand#12,
,Brand#12,1944.319721551952,,nan-Brand#12,
,Brand#12,1516.6233781768394,,nan-Brand#12,
,Brand#12,1296.649636262489,,nan-Brand#12,
,Brand#12,1729.1269369575966,,nan-Brand#12,
,Brand#12,1523.0027872566511,,nan-Brand#12,
,Brand#12,1133.3933568355478,,nan-Brand#12,
,Brand#12,1295.8845058034556,,nan-Brand#12,
,Brand#12,1349.2870009351311,,nan-Brand#12,
,Brand#12,1737.295456591627,,nan-Brand#12,
,Brand#12,1333.5731094717744,,nan-Brand#12,
,Brand#12,1303.5980347214597,,nan-Brand#12,
,Brand#12,1940.8581391067403,,nan-Brand#12,
,Brand#12,1947.213255284859,,nan-Brand#12,
,Brand#12,1286.9711465303535,,nan-Brand#12,
295106.0,Brand#12,1720.5191481676054,2.0,2.0-Brand#12,
,Brand#12,1303.0768230384172,,nan-Brand#12,
,Brand#12,1317.6595411045564,,nan-Brand#12,
,Brand#12,1115.2727993180347,,nan-Brand#12,
,Brand#12,1321.764754894392,,nan-Brand#12,
,Brand#12,1951.9911061306136,,nan-Brand#12,
,Brand#12,1935.9107543067748,,nan-Brand#12,
,Brand#12,1510.9111304950277,,nan-Brand#12,
,Brand#12,1523.836366377941,,nan-Brand#12,
,Brand#12,1759.8421356337049,,nan-Brand#12,
,Brand#12,1293.1605911720144,,nan-Brand#12,
,Brand#12,1705.6874113489525,,nan-Brand#12,
,Brand#12,1287.642446175287,,nan-Brand#12,
,Brand#12,1729.7453117846803,,nan-Brand#12,
,Brand#12,1303.274176920328,,nan-Brand#12,
,Brand#12,1954.3645488033692,,nan-Brand#12,
,Brand#12,1292.3436723297086,,nan-Brand#12,
,Brand#12,1729.7492375436814,,nan-Brand#12,
,Brand#12,1723.351851555343,,nan-Brand#12,
,Brand#12,1331.2043626814577,,nan-Brand#12,
,Brand#12,1725.9857279458165,,nan-Brand#12,
,Brand#12,1315.5946408775187,,nan-Brand#12,
,Brand#12,1523.026436013877,,nan-Brand#12,
,Brand#12,1952.367044066921,,nan-Brand#12,
,Brand#12,1744.6805287198963,,nan-Brand#12,
,Brand#12,1930.0701795398534,,nan-Brand#12,
,Brand#12,1734.7270834590609,,nan-Brand#12,
,Brand#12,1513.9710358059215,,nan-Brand#12,
,Brand#12,1301.5637030505243,,nan-Brand#12,
,Brand#12,1746.7485350683744,,nan-Brand#12,
,Brand#12,1303.1344175053675,,nan-Brand#12,
,Brand#12,1523.9759388926225,,nan-Brand#12,
,Brand#12,1741.1804014710235,,nan-Brand#12,
,Brand#12,1762.3083586951361,,nan-Brand#12,
,Brand#12,1740.3528187649465,,nan-Brand#12,
,Brand#12,1314.0329080876577,,nan-Brand#12,
,Brand#12,1942.136052592256,,nan-Brand#12,
,Brand#12,1118.4666728384366,,nan-Brand#12,
,Brand#12,1721.8958031072134,,nan-Brand#12,
,Brand#12,1301.962900911238,,nan-Brand#12,
,Brand#12,1748.5089822643981,,nan-Brand#12,
,Brand#12,1527.3914153448686,,nan-Brand#12,
,Brand#12,1281.0171675276529,,nan-Brand#12,
,Brand#12,1314.5596853134732,,nan-Brand#12,
,Brand#12,1321.1273141403249,,nan-Brand#12,
,Brand#12,1117.7150704911912,,nan-Brand#12,
,Brand#12,1316.6076785308503,,nan-Brand#12,
,Brand#12,1733.1302757850392,,nan-Brand#12,
,Brand#12,1521.641592871426,,nan-Brand#12,
,Brand#12,1306.622279752493,,nan-Brand#12,
,Brand#12,1119.341710003031,,nan-Brand#12,
,Brand#12,1720.3693008060397,,nan-Brand#12,
,Brand#13,1730.5528998749796,,nan-Brand#13,
,Brand#13,1282.1553180823116,,nan-Brand#13,
,Brand#13,1720.4427515202397,,nan-Brand#13,
,Brand#13,1307.5575380996345,,nan-Brand#13,
,Brand#13,1521.0941130031624,,nan-Brand#13,
,Brand#13,1318.529131049052,,nan-Brand#13,
,Brand#13,1730.4286786172086,,nan-Brand#13,
,Brand#13,1740.9332988637243,,nan-Brand#13,
,Brand#13,1522.7118618163697,,nan-Brand#13,
,Brand#13,1520.699993918543,,nan-Brand#13,
,Brand#13,1117.69305744135,,nan-Brand#13,
,Brand#13,1520.197822759355,,nan-Brand#13,
,Brand#13,1960.0434156250383,,nan-Brand#13,
,Brand#13,1950.6321939193226,,nan-Brand#13,
,Brand#13,1928.830985186965,,nan-Brand#13,
,Brand#13,1721.8996721998594,,nan-Brand#13,
,Brand#13,1521.3920175821343,,nan-Brand#13,
,Brand#13,1736.1111068180617,,nan-Brand#13,
,Brand#13,1315.6175032974738,,nan-Brand#13,
,Brand#13,1290.1326072746676,,nan-Brand#13,
296026.0,Brand#13,1113.1597368135479,4.0,4.0-Brand#13,
,Brand#13,1520.410487169201,,nan-Brand#13,
,Brand#13,1118.2658415173776,,nan-Brand#13,
,Brand#13,1310.583224904899,,nan-Brand#13,
,Brand#13,1728.2568939365078,,nan-Brand#13,
,Brand#13,1739.0377418622163,,nan-Brand#13,
,Brand#13,1526.7274254832244,,nan-Brand#13,
,Brand#13,1930.9937361492673,,nan-Brand#13,
,Brand#13,1728.7445488073831,,nan-Brand#13,
,Brand#13,1931.735087067113,,nan-Brand#13,
,Brand#13,1286.6900759541359,,nan-Brand#13,
,Brand#13,1114.1941907963555,,nan-Brand#13,
,Brand#13,1109.6634472770897,,nan-Brand#13,
,Brand#13,1940.3117263207537,,nan-Brand#13,
,Brand#13,1315.7623633565777,,nan-Brand#13,
296538.0,Brand#13,1938.4337596686362,0.0,0.0-Brand#13,
,Brand#13,1289.6806697171482,,nan-Brand#13,
,Brand#13,1302.5695656702574,,nan-Brand#13,
,Brand#13,1946.618434244175,,nan-Brand#13,
,Brand#13,1114.0371096685737,,nan-Brand#13,
,Brand#13,1338.6959392837255,,nan-Brand#13,
,Brand#13,1945.4506825745002,,nan-Brand#13,
,Brand#13,1288.737100755301,,nan-Brand#13,
,Brand#13,1116.0858336535352,,nan-Brand#13,
,Brand#13,1526.5347209410447,,nan-Brand#13,
,Brand#13,1523.3207073957021,,nan-Brand#13,
,Brand#13,1933.536172286653,,nan-Brand#13,
,Brand#13,1761.0635351613203,,nan-Brand#13,
,Brand#13,1927.7710524333731,,nan-Brand#13,
,Brand#13,1733.4699324824915,,nan-Brand#13,
,Brand#13,1937.8433699420941,,nan-Brand#13,
,Brand#13,1939.2480638388467,,nan-Brand#13,
,Brand#13,1531.5971905856309,,nan-Brand#13,
,Brand#13,1734.759424884574,,nan-Brand#13,
,Brand#13,1289.2553181822166,,nan-Brand#13,
,Brand#13,1730.6922790240733,,nan-Brand#13,
,Brand#13,1527.3993192707312,,nan-Brand#13,
,Brand#13,1520.7085881372077,,nan-Brand#13,
,Brand#13,1737.3295381763467,,nan-Brand#13,
,Brand#13,1310.1996349858393,,nan-Brand#13,
,Brand#13,1950.2294836546362,,nan-Brand#13,
,Brand#13,1956.6616085080198,,nan-Brand#13,
,Brand#13,1114.222621048625,,nan-Brand#13,
,Brand#13,1119.9297355294514,,nan-Brand#13,
,Brand#13,1525.3604244311593,,nan-Brand#13,
,Brand#13,1516.5854194006772,,nan-Brand#13,
,Brand#13,1755.9768217012002,,nan-Brand#13,
,Brand#13,1512.4600017165785,,nan-Brand#13,
,Brand#13,1528.2699690207567,,nan-Brand#13,
,Brand#13,1298.433997383657,,nan-Brand#13,
,Brand#13,1945.5695902822142,,nan-Brand#13,
,Brand#13,1296.3469247286175,,nan-Brand#13,
,Brand#13,1299.2363373874464,,nan-Brand#13,
,Brand#13,1518.6548593303412,,nan-Brand#13,
,Brand#13,1523.2896515475602,,nan-Brand#13,
,Brand#13,1308.7065703717449,,nan-Brand#13,
,Brand#13,1519.1317497980465,,nan-Brand#13,
,Brand#13,1718.8312773024045,,nan-Brand#13,
,Brand#13,1715.608201726083,,nan-Brand#13,
,Brand#13,1962.6487715203082,,nan-Brand#13,
,Brand#13,1519.8053451353264,,nan-Brand#13,
,Brand#13,1941.205455609926,,nan-Brand#13,
,Brand#13,1952.4580984670947,,nan-Brand#13,
,Brand#13,1529.836612717177,,nan-Brand#13,
,Brand#13,1512.9694136222388,,nan-Brand#13,
,Brand#13,1522.9111966868643,,nan-Brand#13,
,Brand#13,1290.0322939935195,,nan-Brand#13,
,Brand#13,1298.0333680470992,,nan-Brand#13,
,Brand#13,1532.9669747927512,,nan-Brand#13,
,Brand#13,1521.1090781407452,,nan-Brand#13,
,Brand#13,1316.3616147478908,,nan-Brand#13,
,Brand#13,1300.275346838119,,nan-Brand#13,
,Brand#13,1737.7033940950023,,nan-Brand#13,
,Brand#13,1950.008156089824,,nan-Brand#13,
,Brand#13,1934.741230578389,,nan-Brand#13,
,Brand#13,1313.0266585427994,,nan-Brand#13,
,Brand#13,1931.9048906824319,,nan-Brand#13,
,Brand#13,1718.7306188475388,,nan-Brand#13,
,Brand#13,1525.5275632246373,,nan-Brand#13,
,Brand#13,1516.7776102536275,,nan-Brand#13,
,Brand#13,1514.5124400716143,,nan-Brand#13,
,Brand#13,1524.570393845579,,nan-Brand#13,
,Brand#13,1117.6850561555946,,nan-Brand#13,
,Brand#13,1307.2620832508617,,nan-Brand#13,
,Brand#13,1283.824488062782,,nan-Brand#13,
,Brand#13,1736.19739174438,,nan-Brand#13,
,Brand#13,1314.5902626967647,,nan-Brand#13,
,Brand#13,1744.7664004839298,,nan-Brand#13,
,Brand#13,1719.8219048924036,,nan-Brand#13,
,Brand#13,1308.177250915448,,nan-Brand#13,
,Brand#13,1318.7716051084149,,nan-Brand#13,
,Brand#13,1115.9707402479414,,nan-Brand#13,
,Brand#13,1116.5869248772328,,nan-Brand#13,
,Brand#13,1525.1716887061937,,nan-Brand#13,
,Brand#13,1725.9126606261325,,nan-Brand#13,
,Brand#13,1714.0158520444224,,nan-Brand#13,
,Brand#13,1930.6327182935834,,nan-Brand#13,
,Brand#13,1521.377786705048,,nan-Brand#13,
,Brand#13,1948.3292203481171,,nan-Brand#13,
,Brand#13,1516.6650331705105,,nan-Brand#13,
,Brand#13,1289.991843583039,,nan-Brand#13,
,Brand#13,1716.123552098655,,nan-Brand#13,
,Brand#13,1282.6057835221368,,nan-Brand#13,
,Brand#13,1749.3829668249919,,nan-Brand#13,
,Brand#13,1732.7926870508977,,nan-Brand#13,
,Brand#13,1946.542581259374,,nan-Brand#13,
,Brand#13,1736.6975734661949,,nan-Brand#13,
,Brand#13,1278.8534005750926,,nan-Brand#13,
,Brand#13,1932.7676451324478,,nan-Brand#13,
,Brand#13,1949.1580978918118,,nan-Brand#13,
,Brand#13,1941.8806123135737,,nan-Brand#13,
,Brand#13,1287.6309248544198,,nan-Brand#13,
,Brand#13,1125.1229362742417,,nan-Brand#13,
,Brand#13,1516.3683450310834,,nan-Brand#13,
,Brand#13,1936.3062922864015,,nan-Brand#13,
,Brand#13,1118.7558322652665,,nan-Brand#13,
,Brand#13,1115.068117199818,,nan-Brand#13,
,Brand#13,1291.8423357986858,,nan-Brand#13,
,Brand#13,1126.5503404408676,,nan-Brand#13,
,Brand#13,1508.0196161409087,,nan-Brand#13,
,Brand#13,1533.4920340680521,,nan-Brand#13,
,Brand#13,1122.8530614128679,,nan-Brand#13,
,Brand#13,1292.2405994485457,,nan-Brand#13,
,Brand#13,1517.087923248753,,nan-Brand#13,
,Brand#13,1731.7913071993557,,nan-Brand#13,
,Brand#13,1743.6473131362625,,nan-Brand#13,
,Brand#13,1731.200331630872,,nan-Brand#13,
,Brand#13,1720.035980339564,,nan-Brand#13,
,Brand#13,1297.1388317304047,,nan-Brand#13,
,Brand#13,1730.6440394581439,,nan-Brand#13,
,Brand#13,1517.9614851257372,,nan-Brand#13,
,Brand#13,1949.0351744515772,,nan-Brand#13,
,Brand#13,1939.205389676632,,nan-Brand#13,
,Brand#13,1743.2960577684203,,nan-Brand#13,
,Brand#13,1735.078348869042,,nan-Brand#13,
,Brand#13,1729.929752162752,,nan-Brand#13,
,Brand#13,1117.693476057965,,nan-Brand#13,
,Brand#13,1126.9920784883639,,nan-Brand#13,
,Brand#13,1944.3155307148156,,nan-Brand#13,
,Brand#13,1518.439075412578,,nan-Brand#13,
,Brand#13,1323.3981173819864,,nan-Brand#13,
,Brand#13,1940.0936533670658,,nan-Brand#13,
,Brand#13,1760.2218030815814,,nan-Brand#13,
,Brand#13,1308.3691172280903,,nan-Brand#13,
,Brand#13,1936.7462274576617,,nan-Brand#13,
,Brand#13,1114.4723639155443,,nan-Brand#13,
,Brand#13,1930.016526318233,,nan-Brand#13,
,Brand#13,1719.984603322535,,nan-Brand#13,
,Brand#13,1945.642945107831,,nan-Brand#13,
,Brand#13,1757.5474896877538,,nan-Brand#13,
,Brand#13,1115.3322333633546,,nan-Brand#13,
,Brand#13,1945.5468920545607,,nan-Brand#13,
,Brand#13,1740.7408929176452,,nan-Brand#13,
,Brand#13,1747.699298953554,,nan-Brand#13,
,Brand#13,1518.6315535211315,,nan-Brand#13,
,Brand#13,1756.0549696258545,,nan-Brand#13,
,Brand#13,1518.3184258607698,,nan-Brand#13,
,Brand#13,1934.8605305204421,,nan-Brand#13,
,Brand#13,1287.0773464432807,,nan-Brand#13,
,Brand#13,1526.1122910580036,,nan-Brand#13,
,Brand#13,1732.2073436877263,,nan-Brand#13,
,Brand#13,1274.7144463258455,,nan-Brand#13,
,Brand#13,1748.8620294367324,,nan-Brand#13,
,Brand#13,1943.2969261526255,,nan-Brand#13,
,Brand#13,1746.512754255351,,nan-Brand#13,
,Brand#13,1745.906768558445,,nan-Brand#13,
,Brand#13,1937.9154476713802,,nan-Brand#13,
,Brand#13,1728.0153977118784,,nan-Brand#13,
,Brand#13,1531.9648425838134,,nan-Brand#13,
,Brand#13,1512.952409116431,,nan-Brand#13,
,Brand#13,1935.859791859416,,nan-Brand#13,
,Brand#13,1951.2954458438296,,nan-Brand#13,
,Brand#13,1731.4025006878157,,nan-Brand#13,
,Brand#13,1295.5291378793765,,nan-Brand#13,
,Brand#13,1728.5185641008234,,nan-Brand#13,
,Brand#13,1274.392802677998,,nan-Brand#13,
,Brand#13,1725.1023586478047,,nan-Brand#13,
,Brand#13,1711.4506149283648,,nan-Brand#13,
,Brand#13,1935.1053057606632,,nan-Brand#13,
,Brand#13,1528.1943269993171,,nan-Brand#13,
,Brand#12,1297.9198489231503,,nan-Brand#12,
,Brand#14,1732.6071979866101,,nan-Brand#14,
,Brand#14,1510.3976717294959,,nan-Brand#14,
,Brand#14,1733.801060534864,,nan-Brand#14,
,Brand#14,1932.587952775797,,nan-Brand#14,
,Brand#14,1933.3636802318008,,nan-Brand#14,
,Brand#14,1522.2757623771406,,nan-Brand#14,
,Brand#14,1750.653727768907,,nan-Brand#14,
,Brand#14,1940.8841082886154,,nan-Brand#14,
,Brand#14,1527.9159103680915,,nan-Brand#14,
,Brand#14,1735.4710294942975,,nan-Brand#14,
,Brand#14,1722.6065442723184,,nan-Brand#14,
,Brand#14,1934.0380477973133,,nan-Brand#14,
,Brand#14,1936.41455363348,,nan-Brand#14,
,Brand#14,1942.4953836068084,,nan-Brand#14,
,Brand#14,1512.2425631479161,,nan-Brand#14,
,Brand#14,1288.566857745934,,nan-Brand#14,
,Brand#14,1940.4761658980112,,nan-Brand#14,
,Brand#14,1936.0254338217014,,nan-Brand#14,
,Brand#14,1288.8303589055035,,nan-Brand#14,
,Brand#14,1729.213798589604,,nan-Brand#14,
,Brand#14,1302.2529844153999,,nan-Brand#14,
,Brand#14,1525.739453803062,,nan-Brand#14,
,Brand#14,1300.537849054114,,nan-Brand#14,
,Brand#14,1931.4307844290963,,nan-Brand#14,
,Brand#14,1106.4293663443655,,nan-Brand#14,
,Brand#14,1931.9959520867903,,nan-Brand#14,
,Brand#14,1303.0560938558451,,nan-Brand#14,
,Brand#12,1524.9414108379726,,nan-Brand#12,
,Brand#12,1929.5033203715716,,nan-Brand#12,
295026.0,Brand#14,1719.0869146517962,0.0,0.0-Brand#14,
,Brand#14,1312.5244959339898,,nan-Brand#14,
,Brand#14,1944.8825988412723,,nan-Brand#14,
,Brand#14,1742.1174492291036,,nan-Brand#14,
,Brand#14,1941.3186735849936,,nan-Brand#14,
,Brand#14,1707.1216870054297,,nan-Brand#14,
,Brand#14,1525.4841480576006,,nan-Brand#14,
,Brand#14,1947.8314843105723,,nan-Brand#14,
,Brand#14,1293.7265066834198,,nan-Brand#14,
,Brand#12,1940.826956476773,,nan-Brand#12,
294994.0,Brand#14,1526.8155088965882,4.0,4.0-Brand#14,
,Brand#14,1114.3082281463978,,nan-Brand#14,
,Brand#14,1718.2370308658328,,nan-Brand#14,
,Brand#14,1298.3224790892539,,nan-Brand#14,
,Brand#14,1945.2848841854247,,nan-Brand#14,
,Brand#14,1292.857385683349,,nan-Brand#14,
,Brand#14,1275.4053151135738,,nan-Brand#14,
,Brand#14,1279.9483530727412,,nan-Brand#14,
,Brand#14,1519.4722121740144,,nan-Brand#14,
,Brand#14,1108.8891266537169,,nan-Brand#14,
,Brand#14,1517.182790877362,,nan-Brand#14,
,Brand#14,1936.3954252052588,,nan-Brand#14,
,Brand#14,1953.1288845595338,,nan-Brand#14,
,Brand#14,1117.5969278441173,,nan-Brand#14,
,Brand#14,1108.3906922184226,,nan-Brand#14,
,Brand#14,1291.320177215705,,nan-Brand#14,
,Brand#14,1944.9679354920609,,nan-Brand#14,
,Brand#14,1743.7277320188919,,nan-Brand#14,
,Brand#14,1939.7541115088177,,nan-Brand#14,
,Brand#14,1305.669989343844,,nan-Brand#14,
,Brand#14,1287.038707629478,,nan-Brand#14,
,Brand#14,1726.2671187189776,,nan-Brand#14,
,Brand#14,1530.0680821099163,,nan-Brand#14,
,Brand#14,1938.4224315673632,,nan-Brand#14,
295122.0,Brand#14,1524.7076346068675,0.0,0.0-Brand#14,
,Brand#12,1514.6474978368763,,nan-Brand#12,
,Brand#14,1718.78089660901,,nan-Brand#14,
,Brand#14,1106.6464428442916,,nan-Brand#14,
,Brand#14,1748.61853626106,,nan-Brand#14,
,Brand#14,1718.7922004708948,,nan-Brand#14,
,Brand#14,1721.171815105677,,nan-Brand#14,
,Brand#14,1714.624527599953,,nan-Brand#14,
,Brand#14,1949.246350618134,,nan-Brand#14,
,Brand#14,1733.0421631894474,,nan-Brand#14,
296154.0,Brand#14,1306.7814104340912,0.0,0.0-Brand#14,
,Brand#12,1725.5527295676056,,nan-Brand#12,
,Brand#14,1116.0833148183347,,nan-Brand#14,
,Brand#14,1951.0684915840322,,nan-Brand#14,
,Brand#14,1519.838334096432,,nan-Brand#14,
,Brand#14,1933.8787586304863,,nan-Brand#14,
,Brand#12,1943.2862120848717,,nan-Brand#12,
,Brand#14,1518.9725178616106,,nan-Brand#14,
,Brand#14,1927.5835737581435,,nan-Brand#14,
,Brand#14,1952.3714426948677,,nan-Brand#14,
,Brand#14,1507.3053180769386,,nan-Brand#14,
,Brand#14,1737.4306252153533,,nan-Brand#14,
,Brand#12,1720.646308185586,,nan-Brand#12,
,Brand#14,1112.5709858435616,,nan-Brand#14,
,Brand#14,1727.3866572455981,,nan-Brand#14,
,Brand#14,1944.6005379915443,,nan-Brand#14,
,Brand#14,1114.6322611914636,,nan-Brand#14,
,Brand#14,1304.8037743280086,,nan-Brand#14,
,Brand#14,1930.5850711602823,,nan-Brand#14,
,Brand#14,1109.9312346607699,,nan-Brand#14,
,Brand#14,1724.1895024022526,,nan-Brand#14,
,Brand#14,1728.5525560235887,,nan-Brand#14,
,Brand#14,1705.9919707710685,,nan-Brand#14,
,Brand#14,1519.5819145027128,,nan-Brand#14,
,Brand#14,1122.8110427701347,,nan-Brand#14,
,Brand#12,1974.9346997106488,,nan-Brand#12,
,Brand#14,1939.3829737737094,,nan-Brand#14,
,Brand#14,1940.1187423564058,,nan-Brand#14,
,Brand#14,1524.155259668628,,nan-Brand#14,
,Brand#14,1291.426340532577,,nan-Brand#14,
,Brand#14,1112.8789830180676,,nan-Brand#14,
,Brand#14,1112.581546399077,,nan-Brand#14,
,Brand#14,1732.3587526018855,,nan-Brand#14,
,Brand#12,1516.3846746327822,,nan-Brand#12,
,Brand#14,1518.6114654143569,,nan-Brand#14,
,Brand#14,1725.6091147427464,,nan-Brand#14,
296658.0,Brand#14,1743.936779223663,0.0,0.0-Brand#14,
,Brand#14,1714.2394610678448,,nan-Brand#14,
,Brand#14,1947.00847160414,,nan-Brand#14,
,Brand#14,1113.6253455221147,,nan-Brand#14,
,Brand#14,1948.2547728696982,,nan-Brand#14,
,Brand#14,1312.4570871038786,,nan-Brand#14,
,Brand#14,1121.4901693965228,,nan-Brand#14,
,Brand#14,1523.1201311706357,,nan-Brand#14,
,Brand#14,1298.7336091029308,,nan-Brand#14,
,Brand#12,1520.4403045939505,,nan-Brand#12,
,Brand#14,1524.866375570716,,nan-Brand#14,
,Brand#14,1930.1644768775102,,nan-Brand#14,
,Brand#14,1314.5972803121563,,nan-Brand#14,
,Brand#14,1118.5014346670084,,nan-Brand#14,
,Brand#14,1943.0970664137005,,nan-Brand#14,
,Brand#14,1931.8935345644204,,nan-Brand#14,
,Brand#12,1306.060308523449,,nan-Brand#12,
,Brand#14,1733.7862010385252,,nan-Brand#14,
,Brand#14,1308.6459981996475,,nan-Brand#14,
,Brand#14,1511.139366063844,,nan-Brand#14,
,Brand#14,1529.0740927179806,,nan-Brand#14,
,Brand#14,1753.601683708465,,nan-Brand#14,
,Brand#14,1294.4344457838083,,nan-Brand#14,
,Brand#14,1512.8174685983543,,nan-Brand#14,
,Brand#14,1947.38702677077,,nan-Brand#14,
,Brand#14,1283.5647840657546,,nan-Brand#14,
,Brand#14,1725.2073474164085,,nan-Brand#14,
296154.0,Brand#14,1297.3528167723146,0.0,0.0-Brand#14,
,Brand#14,1298.5681110755431,,nan-Brand#14,
,Brand#14,1109.9897993630625,,nan-Brand#14,
,Brand#14,1522.3201521614033,,nan-Brand#14,
,Brand#14,1726.2929313196366,,nan-Brand#14,
,Brand#14,1732.2987809485785,,nan-Brand#14,
,Brand#14,1277.7601634945395,,nan-Brand#14,
,Brand#14,1519.4212829280052,,nan-Brand#14,
,Brand#14,1278.9187938636762,,nan-Brand#14,
,Brand#14,1731.3541549621327,,nan-Brand#14,
,Brand#14,1738.539376332945,,nan-Brand#14,
,Brand#14,1300.258059523725,,nan-Brand#14,
,Brand#14,1112.6023297626118,,nan-Brand#14,
,Brand#14,1309.7591994397108,,nan-Brand#14,
,Brand#12,1313.649249022283,,nan-Brand#12,
,Brand#14,1116.0465716963522,,nan-Brand#14,
,Brand#14,1941.4279248568328,,nan-Brand#14,
,Brand#14,1290.651733718168,,nan-Brand#14,
,Brand#14,1300.2742110731122,,nan-Brand#14,
,Brand#14,1944.7073424682198,,nan-Brand#14,
,Brand#14,1930.1494202152867,,nan-Brand#14,
,Brand#14,1111.5587470833923,,nan-Brand#14,
,Brand#14,1717.2216104902413,,nan-Brand#14,
,Brand#14,1524.257919838274,,nan-Brand#14,
,Brand#14,1726.779463622846,,nan-Brand#14,
,Brand#12,1932.571642364525,,nan-Brand#12,
,Brand#14,1293.5061896044774,,nan-Brand#14,
,Brand#14,1532.7543030549564,,nan-Brand#14,
,Brand#14,1113.4408640340766,,nan-Brand#14,
,Brand#14,1301.533519948349,,nan-Brand#14,
,Brand#14,1743.8848728424566,,nan-Brand#14,
,Brand#14,1277.3156600854009,,nan-Brand#14,
296266.0,Brand#14,1722.6724409668802,4.0,4.0-Brand#14,
,Brand#14,1273.1034740035857,,nan-Brand#14,
,Brand#14,1297.2108181937008,,nan-Brand#14,
,Brand#14,1512.6303867914928,,nan-Brand#14,
,Brand#14,1940.6024933719752,,nan-Brand#14,
,Brand#14,1746.5533790108373,,nan-Brand#14,
,Brand#12,1944.562960541011,,nan-Brand#12,
,Brand#14,1728.6969354405417,,nan-Brand#14,
,Brand#12,1721.6690695440125,,nan-Brand#12,
,Brand#12,1734.7116687759017,,nan-Brand#12,
,Brand#12,1109.0211312191564,,nan-Brand#12,
,Brand#14,1931.174831677572,,nan-Brand#14,
,Brand#14,1117.8194249535077,,nan-Brand#14,
296666.0,Brand#14,1975.1652307740633,2.0,2.0-Brand#14,
,Brand#14,1119.5108763070684,,nan-Brand#14,
,Brand#14,1117.289323122688,,nan-Brand#14,
,Brand#14,1290.8193631439412,,nan-Brand#14,
,Brand#14,1296.4402854948942,,nan-Brand#14,
,Brand#14,1291.6693221553173,,nan-Brand#14,
,Brand#14,1959.5736729787263,,nan-Brand#14,
,Brand#14,1751.6690109617086,,nan-Brand#14,
,Brand#14,1734.2055808418424,,nan-Brand#14,
,Brand#14,1937.6815219131493,,nan-Brand#14,
,Brand#14,1302.0004297060025,,nan-Brand#14,
,Brand#14,1727.70414161773,,nan-Brand#14,
,Brand#14,1936.1192338622495,,nan-Brand#14,
,Brand#14,1283.6378194933636,,nan-Brand#14,
,Brand#14,1535.1111883818903,,nan-Brand#14,
,Brand#14,1290.2604876837,,nan-Brand#14,
,Brand#14,1724.743608616538,,nan-Brand#14,
,Brand#14,1519.3633041949947,,nan-Brand#14,
,Brand#15,1119.788226464048,,nan-Brand#15,
,Brand#15,1731.134237859335,,nan-Brand#15,
,Brand#15,1301.67142859598,,nan-Brand#15,
,Brand#15,1525.8886347245586,,nan-Brand#15,
,Brand#15,1280.8685412011691,,nan-Brand#15,
,Brand#15,1747.6564649275174,,nan-Brand#15,
,Brand#15,1949.8373100183594,,nan-Brand#15,
,Brand#15,1743.6004364320365,,nan-Brand#15,
,Brand#15,1119.6547662544697,,nan-Brand#15,
,Brand#15,1302.6878367643772,,nan-Brand#15,
,Brand#15,1935.3820084091503,,nan-Brand#15,
,Brand#15,1291.9618706520553,,nan-Brand#15,
,Brand#15,1284.07264021158,,nan-Brand#15,
,Brand#15,1742.9743248542522,,nan-Brand#15,
,Brand#15,1305.732905134667,,nan-Brand#15,
,Brand#15,1731.8700504793858,,nan-Brand#15,
,Brand#15,1923.386734035713,,nan-Brand#15,
,Brand#15,1722.8638692390114,,nan-Brand#15,
,Brand#15,1736.1822496335615,,nan-Brand#15,
,Brand#15,1516.9415335430554,,nan-Brand#15,
,Brand#15,1118.6208474349482,,nan-Brand#15,
,Brand#15,1957.8257039933185,,nan-Brand#15,
,Brand#15,1114.3309143127283,,nan-Brand#15,
,Brand#15,1113.0005078971105,,nan-Brand#15,
,Brand#15,1528.5015131585762,,nan-Brand#15,
,Brand#15,1931.254339679385,,nan-Brand#15,
,Brand#15,1342.989372285877,,nan-Brand#15,
,Brand#15,1735.3416652268359,,nan-Brand#15,
,Brand#15,1951.3650557653982,,nan-Brand#15,
,Brand#15,1743.164161447373,,nan-Brand#15,
,Brand#15,1743.4502332918369,,nan-Brand#15,
,Brand#15,1120.7289674091737,,nan-Brand#15,
,Brand#15,1730.5967904774843,,nan-Brand#15,
,Brand#15,1517.784694690544,,nan-Brand#15,
,Brand#15,1933.5851805665004,,nan-Brand#15,
,Brand#15,1328.3219970619846,,nan-Brand#15,
,Brand#15,1116.3863290280196,,nan-Brand#15,
,Brand#15,1307.6984509339802,,nan-Brand#15,
,Brand#15,1940.4898940998835,,nan-Brand#15,
,Brand#15,1724.6568151276158,,nan-Brand#15,
,Brand#15,1528.5045689133367,,nan-Brand#15,
,Brand#15,1276.753659432393,,nan-Brand#15,
,Brand#15,1518.0727065382769,,nan-Brand#15,
,Brand#15,1274.5682474763842,,nan-Brand#15,
,Brand#15,1285.6575155007524,,nan-Brand#15,
