a_origin_state_abr,a_unique_carrier,a_taxi_out,a_air_time,a_distance,a_origin_state_abr-a_unique_carrier,flights2-flight-a_rate
FL,DL,20.12664,1219.4962,735.7834,FL-DL,0.013727430126143955
FL,DL,20.230547,1219.5701,736.9308,FL-DL,0.013727430126143955
FL,DL,20.334435,1219.7338,735.1057,FL-DL,0.013727430126143955
FL,DL,20.376682,1219.4839,734.3235,FL-DL,0.013727430126143955
FL,DL,20.360046,1219.6241,738.0875,FL-DL,0.013727430126143955
FL,DL,20.30695,1219.4934,736.65137,FL-DL,0.013727430126143955
FL,DL,20.187822,1219.9248,739.04156,FL-DL,0.013727430126143955
FL,DL,20.293411,1219.879,740.7717,FL-DL,0.013727430126143955
FL,DL,20.166523,1219.6136,736.9613,FL-DL,0.013727430126143955
FL,DL,20.128437,1219.1967,733.1019,FL-DL,0.013727430126143955
FL,DL,20.50678,1218.508,726.59814,FL-DL,0.013727430126143955
FL,DL,20.293262,1219.2435,733.2346,FL-DL,0.013727430126143955
FL,DL,20.260334,1219.7919,739.1053,FL-DL,0.013727430126143955
FL,DL,20.289669,1220.3643,740.83295,FL-DL,0.013727430126143955
FL,DL,20.189342,1219.7922,739.0664,FL-DL,0.013727430126143955
FL,DL,20.2273,1219.8357,736.895,FL-DL,0.013727430126143955
FL,DL,20.268496,1220.5319,741.80023,FL-DL,0.013727430126143955
FL,DL,20.302504,1219.7446,739.06146,FL-DL,0.013727430126143955
FL,DL,20.297255,1219.3135,735.4196,FL-DL,0.013727430126143955
FL,DL,20.337585,1219.1204,731.7748,FL-DL,0.013727430126143955
FL,DL,20.20385,1219.9393,740.3851,FL-DL,0.013727430126143955
FL,DL,20.42679,1219.6849,737.27405,FL-DL,0.013727430126143955
FL,DL,20.332495,1219.033,732.37244,FL-DL,0.013727430126143955
FL,DL,20.202143,1219.599,734.98926,FL-DL,0.013727430126143955
FL,EV,19.83225,1232.2666,811.1572,FL-EV,0.04067956583294007
FL,EV,19.615057,1231.993,808.94293,FL-EV,0.04067956583294007
FL,EV,19.651428,1232.7024,815.86115,FL-EV,0.04067956583294007
FL,EV,19.823421,1231.6299,808.7807,FL-EV,0.04067956583294007
FL,EV,19.732246,1232.0538,809.6373,FL-EV,0.04067956583294007
FL,EV,19.685057,1232.9839,814.03076,FL-EV,0.04067956583294007
FL,EV,19.753595,1232.9601,814.89746,FL-EV,0.04067956583294007
FL,EV,19.66624,1232.7554,813.85803,FL-EV,0.04067956583294007
FL,EV,19.720009,1232.3442,810.4408,FL-EV,0.04067956583294007
FL,EV,19.685604,1233.1952,818.1593,FL-EV,0.04067956583294007
FL,EV,19.644747,1232.4989,812.29706,FL-EV,0.04067956583294007
FL,EV,19.671762,1232.0868,810.7741,FL-EV,0.04067956583294007
FL,EV,19.803022,1232.6866,814.0446,FL-EV,0.04067956583294007
FL,EV,19.584259,1232.9805,816.9278,FL-EV,0.04067956583294007
FL,EV,19.692274,1232.3903,812.02686,FL-EV,0.04067956583294007
FL,EV,19.605505,1232.2786,811.1306,FL-EV,0.04067956583294007
FL,EV,19.827082,1232.8081,813.9307,FL-EV,0.04067956583294007
FL,EV,19.64889,1233.1399,819.3789,FL-EV,0.04067956583294007
FL,EV,19.758722,1232.3215,811.48047,FL-EV,0.04067956583294007
FL,EV,19.69773,1232.4435,812.1131,FL-EV,0.04067956583294007
FL,EV,19.642492,1231.9583,811.9073,FL-EV,0.04067956583294007
FL,EV,19.678408,1232.2001,812.7986,FL-EV,0.04067956583294007
FL,EV,19.612806,1232.4537,812.6561,FL-EV,0.04067956583294007
FL,EV,19.720652,1232.1095,811.70734,FL-EV,0.04067956583294007
FL,EV,19.71222,1232.1395,810.14703,FL-EV,0.04067956583294007
FL,EV,19.853565,1232.3829,812.8715,FL-EV,0.04067956583294007
FL,EV,19.621084,1232.9426,815.906,FL-EV,0.04067956583294007
FL,EV,19.757404,1232.8522,812.5121,FL-EV,0.04067956583294007
FL,EV,19.783167,1232.0814,811.10046,FL-EV,0.04067956583294007
FL,EV,19.547033,1232.9692,816.1493,FL-EV,0.04067956583294007
FL,EV,19.506361,1232.8043,814.8393,FL-EV,0.04067956583294007
FL,EV,19.523886,1232.3215,810.8299,FL-EV,0.04067956583294007
FL,EV,19.717037,1232.8401,814.7731,FL-EV,0.04067956583294007
FL,F9,19.153637,1229.1584,796.28735,FL-F9,0.21579762519359838
FL,F9,19.14214,1228.9332,795.64124,FL-F9,0.21579762519359838
FL,F9,19.156065,1228.646,792.22015,FL-F9,0.21579762519359838
FL,F9,19.041666,1229.1008,795.5138,FL-F9,0.21579762519359838
FL,F9,19.067097,1228.458,791.318,FL-F9,0.21579762519359838
FL,F9,19.133835,1229.3969,796.64594,FL-F9,0.21579762519359838
FL,F9,19.200855,1228.9124,795.521,FL-F9,0.21579762519359838
FL,F9,19.092464,1229.1198,794.90424,FL-F9,0.21579762519359838
FL,F9,19.2541,1229.0084,796.6894,FL-F9,0.21579762519359838
FL,F9,19.12298,1228.538,792.3501,FL-F9,0.21579762519359838
FL,F9,19.223291,1228.7089,794.16705,FL-F9,0.21579762519359838
FL,F9,19.112814,1228.5275,791.1227,FL-F9,0.21579762519359838
FL,F9,19.21976,1228.9169,793.3892,FL-F9,0.21579762519359838
FL,F9,19.128149,1229.2493,796.96136,FL-F9,0.21579762519359838
FL,F9,19.108318,1228.9083,795.2184,FL-F9,0.21579762519359838
FL,F9,19.180525,1229.2228,796.83905,FL-F9,0.21579762519359838
FL,F9,19.007124,1229.2568,798.3608,FL-F9,0.21579762519359838
FL,F9,19.323277,1228.126,788.84064,FL-F9,0.21579762519359838
FL,F9,19.13401,1228.8524,793.27185,FL-F9,0.21579762519359838
FL,F9,19.028484,1228.9526,797.8055,FL-F9,0.21579762519359838
FL,F9,19.126114,1229.1266,796.2028,FL-F9,0.21579762519359838
FL,F9,19.235134,1227.9119,787.7944,FL-F9,0.21579762519359838
FL,F9,19.434471,1227.498,782.7686,FL-F9,0.21579762519359838
FL,F9,19.146324,1228.9008,796.77246,FL-F9,0.21579762519359838
FL,F9,19.258305,1228.3768,790.91125,FL-F9,0.21579762519359838
FL,F9,19.029444,1228.6521,792.1401,FL-F9,0.21579762519359838
FL,F9,19.28882,1228.4556,791.44293,FL-F9,0.21579762519359838
FL,F9,19.231115,1228.8394,794.7544,FL-F9,0.21579762519359838
FL,F9,19.24271,1228.5526,794.52277,FL-F9,0.21579762519359838
FL,F9,19.26302,1229.2067,796.98346,FL-F9,0.21579762519359838
FL,F9,19.261158,1228.1825,789.45215,FL-F9,0.21579762519359838
FL,F9,19.094902,1229.1195,794.889,FL-F9,0.21579762519359838
FL,FL,20.994593,1219.9791,738.78253,FL-FL,0.08008175399479749
FL,FL,20.824337,1220.0912,736.92725,FL-FL,0.08008175399479749
FL,FL,20.77316,1219.6837,737.72107,FL-FL,0.08008175399479749
FL,FL,20.83524,1220.356,740.1348,FL-FL,0.08008175399479749
FL,FL,21.046383,1219.4824,733.7889,FL-FL,0.08008175399479749
FL,FL,21.026546,1220.5692,742.0489,FL-FL,0.08008175399479749
FL,FL,20.832773,1220.2708,740.9552,FL-FL,0.08008175399479749
FL,FL,20.733017,1219.9899,738.38727,FL-FL,0.08008175399479749
FL,FL,20.90788,1220.467,737.9637,FL-FL,0.08008175399479749
FL,FL,20.90925,1220.3992,740.52313,FL-FL,0.08008175399479749
FL,FL,20.8902,1220.0424,739.3084,FL-FL,0.08008175399479749
FL,FL,20.886568,1220.1935,738.86505,FL-FL,0.08008175399479749
FL,FL,20.981071,1220.9175,741.3688,FL-FL,0.08008175399479749
FL,FL,20.756239,1220.4309,740.1341,FL-FL,0.08008175399479749
FL,FL,20.893135,1219.7424,736.5906,FL-FL,0.08008175399479749
FL,FL,21.066061,1220.254,740.3106,FL-FL,0.08008175399479749
FL,FL,20.902105,1219.4935,733.6337,FL-FL,0.08008175399479749
FL,FL,20.72544,1220.9915,743.7863,FL-FL,0.08008175399479749
FL,FL,20.986965,1220.5774,741.10706,FL-FL,0.08008175399479749
FL,FL,20.866777,1220.1328,737.89264,FL-FL,0.08008175399479749
FL,FL,20.845892,1220.4109,741.6622,FL-FL,0.08008175399479749
FL,FL,20.960075,1219.5422,736.433,FL-FL,0.08008175399479749
FL,FL,21.063957,1220.7181,743.7943,FL-FL,0.08008175399479749
FL,FL,20.906635,1219.9653,735.86035,FL-FL,0.08008175399479749
FL,FL,21.165016,1221.4382,745.79645,FL-FL,0.08008175399479749
FL,FL,21.074348,1221.4128,746.59485,FL-FL,0.08008175399479749
FL,FL,20.8882,1220.0022,736.8966,FL-FL,0.08008175399479749
FL,FL,20.84245,1221.2823,745.07074,FL-FL,0.08008175399479749
FL,FL,20.907442,1220.4061,739.7145,FL-FL,0.08008175399479749
FL,FL,20.908165,1219.8966,736.7365,FL-FL,0.08008175399479749
FL,FL,20.915354,1219.7753,736.4193,FL-FL,0.08008175399479749
FL,FL,20.98516,1219.6321,735.9499,FL-FL,0.08008175399479749
FL,FL,21.004173,1221.019,745.52826,FL-FL,0.08008175399479749
FL,HA,20.220474,1219.2192,737.1948,FL-HA,0.2292204439855447
FL,HA,19.993227,1218.6255,731.8255,FL-HA,0.2292204439855447
FL,HA,20.156143,1218.3201,732.1893,FL-HA,0.2292204439855447
FL,HA,20.123163,1218.2504,730.0702,FL-HA,0.2292204439855447
FL,HA,20.009502,1217.8826,727.37994,FL-HA,0.2292204439855447
FL,HA,20.113361,1218.646,732.78864,FL-HA,0.2292204439855447
FL,HA,20.138195,1218.3757,731.2014,FL-HA,0.2292204439855447
FL,HA,20.17175,1218.6334,729.62286,FL-HA,0.2292204439855447
FL,HA,20.003462,1219.179,740.1314,FL-HA,0.2292204439855447
FL,HA,20.116379,1218.522,731.7061,FL-HA,0.2292204439855447
FL,HA,20.0927,1218.6075,731.0553,FL-HA,0.2292204439855447
FL,HA,20.136925,1217.4396,726.0595,FL-HA,0.2292204439855447
FL,AS,20.098635,1218.7668,732.9212,FL-AS,0.06629659000793023
FL,HA,20.093048,1218.3754,730.8649,FL-HA,0.2292204439855447
FL,HA,20.00996,1218.1421,729.7678,FL-HA,0.2292204439855447
FL,HA,20.032131,1218.4204,730.2253,FL-HA,0.2292204439855447
FL,HA,19.940369,1218.7701,734.96936,FL-HA,0.2292204439855447
FL,HA,20.157148,1218.5078,732.4352,FL-HA,0.2292204439855447
FL,HA,20.090107,1218.5348,732.1017,FL-HA,0.2292204439855447
FL,HA,20.125029,1218.0875,729.40027,FL-HA,0.2292204439855447
FL,HA,19.997538,1219.1034,734.8417,FL-HA,0.2292204439855447
FL,HA,20.093348,1218.0205,728.7822,FL-HA,0.2292204439855447
FL,HA,20.140882,1217.6602,726.45496,FL-HA,0.2292204439855447
FL,HA,20.114817,1218.5824,731.3392,FL-HA,0.2292204439855447
FL,HA,20.019812,1218.9531,735.2223,FL-HA,0.2292204439855447
FL,HA,19.960201,1218.9431,735.1825,FL-HA,0.2292204439855447
FL,HA,20.076622,1218.0004,729.09485,FL-HA,0.2292204439855447
FL,HA,20.08046,1218.1139,728.6787,FL-HA,0.2292204439855447
FL,HA,20.137253,1218.9122,735.08777,FL-HA,0.2292204439855447
FL,HA,20.023634,1218.9148,733.6587,FL-HA,0.2292204439855447
FL,HA,20.050018,1219.094,735.70966,FL-HA,0.2292204439855447
FL,HA,20.036457,1218.3712,730.7525,FL-HA,0.2292204439855447
FL,HA,20.098475,1218.4302,731.695,FL-HA,0.2292204439855447
FL,HA,19.925753,1218.3768,732.29016,FL-HA,0.2292204439855447
FL,HP,21.541075,1222.4282,786.6311,FL-HP,0.10694789081885858
FL,HP,21.529295,1222.922,786.26984,FL-HP,0.10694789081885858
FL,HP,21.472956,1223.0052,787.6271,FL-HP,0.10694789081885858
FL,HP,21.5579,1223.1587,790.928,FL-HP,0.10694789081885858
FL,HP,21.60471,1222.0414,780.2936,FL-HP,0.10694789081885858
FL,HP,21.53085,1222.0563,784.7131,FL-HP,0.10694789081885858
FL,HP,21.635786,1222.7955,786.7547,FL-HP,0.10694789081885858
FL,HP,21.459372,1222.4619,784.17206,FL-HP,0.10694789081885858
FL,HP,21.48253,1223.003,790.8603,FL-HP,0.10694789081885858
FL,HP,21.485657,1223.3782,790.5414,FL-HP,0.10694789081885858
FL,HP,21.551935,1223.3743,790.4426,FL-HP,0.10694789081885858
FL,HP,21.523727,1223.2836,789.6824,FL-HP,0.10694789081885858
FL,HP,21.527567,1222.5867,786.6016,FL-HP,0.10694789081885858
FL,HP,21.394783,1222.8523,787.76355,FL-HP,0.10694789081885858
FL,HP,21.447166,1223.047,787.4891,FL-HP,0.10694789081885858
FL,HP,21.535463,1222.716,786.0499,FL-HP,0.10694789081885858
FL,HP,21.514212,1222.1055,781.49005,FL-HP,0.10694789081885858
FL,HP,21.499207,1222.8756,785.68585,FL-HP,0.10694789081885858
FL,HP,21.545626,1222.1884,781.98456,FL-HP,0.10694789081885858
FL,HP,21.341808,1223.2622,789.7748,FL-HP,0.10694789081885858
FL,HP,21.470652,1223.0602,788.37274,FL-HP,0.10694789081885858
FL,HP,21.623125,1222.7732,787.1961,FL-HP,0.10694789081885858
FL,HP,21.60382,1223.1725,790.05225,FL-HP,0.10694789081885858
FL,HP,21.338572,1222.5461,783.2505,FL-HP,0.10694789081885858
FL,HP,21.489883,1223.1655,788.1182,FL-HP,0.10694789081885858
FL,HP,21.56841,1222.6783,786.43396,FL-HP,0.10694789081885858
FL,HP,21.518192,1222.5883,784.40784,FL-HP,0.10694789081885858
FL,HP,21.411585,1222.1742,780.8375,FL-HP,0.10694789081885858
FL,HP,21.574932,1223.0094,788.5126,FL-HP,0.10694789081885858
FL,HP,21.440693,1223.1937,789.93884,FL-HP,0.10694789081885858
FL,HP,21.440012,1222.7996,787.35297,FL-HP,0.10694789081885858
FL,HP,21.423615,1223.3121,789.07135,FL-HP,0.10694789081885858
FL,HP,21.414616,1222.6295,787.0764,FL-HP,0.10694789081885858
FL,MQ,21.054096,1216.0728,752.53625,FL-MQ,0.032471935508174496
FL,MQ,21.232159,1216.0087,749.749,FL-MQ,0.032471935508174496
FL,MQ,21.220392,1216.6196,754.54614,FL-MQ,0.032471935508174496
FL,MQ,21.263317,1215.7217,747.2292,FL-MQ,0.032471935508174496
FL,MQ,21.213102,1215.8903,750.5806,FL-MQ,0.032471935508174496
FL,MQ,21.240143,1215.7499,748.94586,FL-MQ,0.032471935508174496
FL,MQ,21.089155,1216.2194,752.4478,FL-MQ,0.032471935508174496
FL,MQ,21.148556,1216.0385,749.70166,FL-MQ,0.032471935508174496
FL,MQ,21.391766,1214.6545,737.2823,FL-MQ,0.032471935508174496
FL,MQ,21.348595,1215.6335,748.2873,FL-MQ,0.032471935508174496
FL,MQ,21.162077,1215.0757,744.5641,FL-MQ,0.032471935508174496
FL,MQ,21.243944,1215.8586,749.37213,FL-MQ,0.032471935508174496
FL,MQ,21.225178,1215.59,747.8118,FL-MQ,0.032471935508174496
FL,MQ,21.347517,1215.9531,749.881,FL-MQ,0.032471935508174496
FL,MQ,21.095238,1215.9408,749.5179,FL-MQ,0.032471935508174496
FL,MQ,21.204645,1215.3391,747.01337,FL-MQ,0.032471935508174496
FL,MQ,21.14662,1215.1583,746.87225,FL-MQ,0.032471935508174496
FL,MQ,21.274227,1215.175,744.0783,FL-MQ,0.032471935508174496
FL,MQ,21.238901,1215.4137,745.6907,FL-MQ,0.032471935508174496
FL,MQ,21.107391,1215.1968,745.9336,FL-MQ,0.032471935508174496
FL,MQ,21.114367,1215.631,749.1819,FL-MQ,0.032471935508174496
FL,MQ,20.943573,1214.8335,745.72003,FL-MQ,0.032471935508174496
FL,MQ,21.317892,1215.4972,748.498,FL-MQ,0.032471935508174496
FL,MQ,21.260988,1215.5265,749.36694,FL-MQ,0.032471935508174496
FL,MQ,21.220444,1215.6807,748.113,FL-MQ,0.032471935508174496
FL,MQ,21.200987,1216.1941,753.4538,FL-MQ,0.032471935508174496
FL,MQ,21.253662,1215.6685,749.8483,FL-MQ,0.032471935508174496
FL,MQ,21.25936,1216.1399,749.103,FL-MQ,0.032471935508174496
FL,MQ,21.206673,1215.3898,747.30286,FL-MQ,0.032471935508174496
FL,MQ,21.21529,1215.9247,749.1434,FL-MQ,0.032471935508174496
FL,MQ,21.225,1214.6997,741.7269,FL-MQ,0.032471935508174496
FL,MQ,21.024626,1216.1674,755.126,FL-MQ,0.032471935508174496
FL,MQ,21.121553,1215.7,749.2588,FL-MQ,0.032471935508174496
FL,NK,18.643927,1217.3318,728.2499,FL-NK,0.8461538461538464
FL,NK,18.546217,1218.0309,733.3603,FL-NK,0.8461538461538464
FL,NK,18.65363,1217.1885,726.3225,FL-NK,0.8461538461538464
FL,NK,18.507381,1216.9489,725.5082,FL-NK,0.8461538461538464
FL,NK,18.585297,1217.6769,729.6223,FL-NK,0.8461538461538464
FL,NK,18.63038,1217.1096,725.6547,FL-NK,0.8461538461538464
FL,NK,18.564877,1218.0759,732.9864,FL-NK,0.8461538461538464
FL,NK,18.361498,1217.1342,726.7457,FL-NK,0.8461538461538464
FL,NK,18.577532,1217.2422,727.8516,FL-NK,0.8461538461538464
FL,NK,18.48667,1217.3455,727.9554,FL-NK,0.8461538461538464
FL,NK,18.531977,1217.2806,727.16486,FL-NK,0.8461538461538464
FL,NK,18.436417,1217.2252,726.59625,FL-NK,0.8461538461538464
FL,NK,18.60371,1217.502,729.08966,FL-NK,0.8461538461538464
FL,NK,18.476265,1217.8896,727.2198,FL-NK,0.8461538461538464
FL,NK,18.475573,1217.9104,728.9625,FL-NK,0.8461538461538464
FL,NK,18.59604,1217.3984,728.39825,FL-NK,0.8461538461538464
FL,NK,18.642458,1217.0615,726.3162,FL-NK,0.8461538461538464
FL,NK,18.703604,1217.091,724.0739,FL-NK,0.8461538461538464
FL,NK,18.57849,1217.0281,725.8367,FL-NK,0.8461538461538464
FL,NK,18.57393,1217.098,726.1789,FL-NK,0.8461538461538464
FL,NK,18.547554,1216.9755,722.98627,FL-NK,0.8461538461538464
FL,NK,18.526697,1217.2979,725.66064,FL-NK,0.8461538461538464
FL,NK,18.641735,1217.595,728.2004,FL-NK,0.8461538461538464
FL,NK,18.554686,1218.1891,733.0103,FL-NK,0.8461538461538464
FL,NK,18.683046,1217.3496,727.9851,FL-NK,0.8461538461538464
FL,NK,18.446463,1216.9741,725.8999,FL-NK,0.8461538461538464
FL,NK,18.516006,1217.029,726.1373,FL-NK,0.8461538461538464
FL,NK,18.491693,1216.579,721.78253,FL-NK,0.8461538461538464
FL,NK,18.511433,1217.6671,728.7566,FL-NK,0.8461538461538464
FL,NK,18.652054,1217.7478,730.7396,FL-NK,0.8461538461538464
FL,NK,18.602013,1216.6893,721.5128,FL-NK,0.8461538461538464
FL,NK,18.585386,1217.2136,725.8545,FL-NK,0.8461538461538464
FL,NW,18.314716,1222.8257,756.94696,FL-NW,0.0327772036025395
FL,NW,18.57875,1222.5509,750.95154,FL-NW,0.0327772036025395
FL,NW,18.362452,1222.845,755.05316,FL-NW,0.0327772036025395
FL,NW,18.325605,1221.369,746.6446,FL-NW,0.0327772036025395
FL,NW,18.431456,1222.9784,755.09985,FL-NW,0.0327772036025395
FL,NW,18.636305,1222.4014,752.3211,FL-NW,0.0327772036025395
FL,NW,18.374441,1222.0632,748.8044,FL-NW,0.0327772036025395
FL,NW,18.459953,1222.7769,753.1789,FL-NW,0.0327772036025395
FL,NW,18.366568,1222.5391,752.1035,FL-NW,0.0327772036025395
FL,NW,18.442404,1222.8685,754.5487,FL-NW,0.0327772036025395
FL,NW,18.538794,1222.259,750.1781,FL-NW,0.0327772036025395
FL,NW,18.489634,1222.7203,752.0366,FL-NW,0.0327772036025395
FL,NW,18.503723,1221.8394,749.3401,FL-NW,0.0327772036025395
FL,NW,18.384909,1221.4141,747.52374,FL-NW,0.0327772036025395
FL,NW,18.43015,1222.452,751.1652,FL-NW,0.0327772036025395
FL,NW,18.31775,1221.9097,747.12006,FL-NW,0.0327772036025395
FL,NW,18.350183,1222.547,752.9852,FL-NW,0.0327772036025395
FL,NW,18.485655,1222.3674,753.3404,FL-NW,0.0327772036025395
FL,NW,18.191427,1222.4639,753.40015,FL-NW,0.0327772036025395
FL,NW,18.385685,1221.9207,746.82,FL-NW,0.0327772036025395
FL,NW,18.324186,1222.5135,753.901,FL-NW,0.0327772036025395
FL,NW,18.326447,1222.3055,751.58344,FL-NW,0.0327772036025395
FL,NW,18.46826,1221.9922,748.74603,FL-NW,0.0327772036025395
FL,NW,18.357878,1222.1227,749.61346,FL-NW,0.0327772036025395
FL,NW,18.31643,1222.704,754.728,FL-NW,0.0327772036025395
FL,NW,18.349072,1221.9716,748.82,FL-NW,0.0327772036025395
FL,NW,18.43486,1222.5957,754.0357,FL-NW,0.0327772036025395
FL,NW,18.366135,1222.5956,752.79614,FL-NW,0.0327772036025395
FL,NW,18.44333,1221.822,747.6865,FL-NW,0.0327772036025395
FL,NW,18.355005,1222.9254,755.11523,FL-NW,0.0327772036025395
FL,NW,18.324026,1222.5078,752.06396,FL-NW,0.0327772036025395
FL,NW,18.501028,1222.669,754.0042,FL-NW,0.0327772036025395
FL,NW,18.284098,1222.0454,748.23267,FL-NW,0.0327772036025395
FL,NW,18.318935,1222.5212,751.9117,FL-NW,0.0327772036025395
FL,OH (1),18.497179,1223.8198,789.5932,FL-OH (1),0.12188914027149324
FL,OH (1),18.57823,1223.6005,787.5966,FL-OH (1),0.12188914027149324
FL,OH (1),18.429504,1224.9823,795.8532,FL-OH (1),0.12188914027149324
FL,OH (1),18.563974,1224.1355,792.30536,FL-OH (1),0.12188914027149324
FL,OH (1),18.505175,1224.1896,791.61633,FL-OH (1),0.12188914027149324
FL,OH (1),18.514048,1224.2621,792.8948,FL-OH (1),0.12188914027149324
FL,OH (1),18.508224,1223.9568,790.6441,FL-OH (1),0.12188914027149324
FL,OH (1),18.541128,1223.9922,787.8179,FL-OH (1),0.12188914027149324
FL,OH (1),18.541498,1223.8846,792.26337,FL-OH (1),0.12188914027149324
FL,OH (1),18.483797,1223.982,791.86786,FL-OH (1),0.12188914027149324
FL,OH (1),18.42247,1225.0245,797.64056,FL-OH (1),0.12188914027149324
FL,OH (1),18.571218,1224.2817,791.8918,FL-OH (1),0.12188914027149324
FL,OH (1),18.497976,1224.3096,794.96606,FL-OH (1),0.12188914027149324
FL,OH (1),18.523912,1224.5741,793.7817,FL-OH (1),0.12188914027149324
FL,OH (1),18.411943,1223.8186,789.546,FL-OH (1),0.12188914027149324
FL,OH (1),18.597622,1224.287,792.749,FL-OH (1),0.12188914027149324
FL,OH (1),18.524677,1223.673,787.57544,FL-OH (1),0.12188914027149324
FL,OH (1),18.607828,1223.946,790.1965,FL-OH (1),0.12188914027149324
FL,OH (1),18.552694,1224.6926,795.31165,FL-OH (1),0.12188914027149324
FL,OH (1),18.311699,1224.2605,792.44934,FL-OH (1),0.12188914027149324
FL,OH (1),18.509985,1224.6626,797.4049,FL-OH (1),0.12188914027149324
FL,OH (1),18.467686,1224.0603,790.69543,FL-OH (1),0.12188914027149324
FL,OH (1),18.594032,1224.2065,792.6823,FL-OH (1),0.12188914027149324
FL,OH (1),18.51625,1223.8335,790.54834,FL-OH (1),0.12188914027149324
FL,OH (1),18.434185,1223.9751,791.3584,FL-OH (1),0.12188914027149324
FL,OH (1),18.454649,1224.3394,791.9623,FL-OH (1),0.12188914027149324
FL,OH (1),18.510077,1223.877,789.58795,FL-OH (1),0.12188914027149324
FL,OH (1),18.530598,1224.4801,792.9302,FL-OH (1),0.12188914027149324
FL,OH (1),18.568245,1224.6779,797.35645,FL-OH (1),0.12188914027149324
FL,OH (1),18.419586,1224.1637,792.5435,FL-OH (1),0.12188914027149324
FL,OH (1),18.452496,1223.7465,790.8828,FL-OH (1),0.12188914027149324
FL,OH (1),18.514748,1224.4392,793.5707,FL-OH (1),0.12188914027149324
FL,OH (1),18.637045,1224.6753,795.5602,FL-OH (1),0.12188914027149324
FL,OO,17.690634,1222.4296,790.4533,FL-OO,0.027279429835340385
FL,OO,17.829266,1222.1946,788.3381,FL-OO,0.027279429835340385
FL,OO,17.741585,1222.1466,789.21954,FL-OO,0.027279429835340385
FL,OO,17.703545,1221.7594,786.60895,FL-OO,0.027279429835340385
FL,OO,17.678131,1221.8875,786.9334,FL-OO,0.027279429835340385
FL,OO,17.805233,1222.2588,790.1586,FL-OO,0.027279429835340385
FL,OO,17.865513,1222.383,788.93134,FL-OO,0.027279429835340385
FL,OO,17.775154,1222.1539,789.1892,FL-OO,0.027279429835340385
FL,OO,17.689716,1222.0804,788.9325,FL-OO,0.027279429835340385
FL,OO,17.842144,1222.5795,790.83954,FL-OO,0.027279429835340385
FL,OO,17.79755,1222.119,786.58606,FL-OO,0.027279429835340385
FL,OO,17.683655,1221.8959,788.16815,FL-OO,0.027279429835340385
FL,OO,17.80504,1222.2312,790.0628,FL-OO,0.027279429835340385
FL,OO,17.767965,1222.4644,792.25464,FL-OO,0.027279429835340385
FL,OO,17.864847,1222.0776,787.7172,FL-OO,0.027279429835340385
FL,OO,17.866022,1222.6273,791.9874,FL-OO,0.027279429835340385
FL,OO,17.778572,1222.0095,786.7803,FL-OO,0.027279429835340385
FL,OO,17.781473,1222.3097,790.8182,FL-OO,0.027279429835340385
FL,OO,17.794333,1222.2908,789.3583,FL-OO,0.027279429835340385
FL,OO,17.816187,1221.6726,786.18054,FL-OO,0.027279429835340385
FL,OO,17.756622,1222.8933,793.4933,FL-OO,0.027279429835340385
FL,OO,17.639482,1222.0994,788.9068,FL-OO,0.027279429835340385
FL,OO,17.74857,1222.3438,789.7036,FL-OO,0.027279429835340385
FL,OO,17.615973,1222.423,792.387,FL-OO,0.027279429835340385
FL,OO,17.66676,1221.4089,783.7147,FL-OO,0.027279429835340385
FL,OO,17.788475,1221.7714,785.5637,FL-OO,0.027279429835340385
FL,OO,17.78041,1221.8661,785.21356,FL-OO,0.027279429835340385
FL,OO,17.783844,1222.4453,790.6711,FL-OO,0.027279429835340385
FL,OO,17.71341,1222.8887,794.0793,FL-OO,0.027279429835340385
FL,OO,17.795958,1222.3239,790.2476,FL-OO,0.027279429835340385
FL,OO,17.854975,1222.1052,787.8247,FL-OO,0.027279429835340385
FL,OO,17.702045,1222.1772,787.50714,FL-OO,0.027279429835340385
FL,OO,17.752714,1222.544,792.4885,FL-OO,0.027279429835340385
FL,OO,17.876022,1221.9733,787.8137,FL-OO,0.027279429835340385
FL,TW,19.165434,1217.3387,756.8864,FL-TW,0.12696597083214187
FL,TW,19.220434,1217.3878,758.1442,FL-TW,0.12696597083214187
FL,TW,19.274313,1216.8198,753.83136,FL-TW,0.12696597083214187
FL,TW,19.328949,1217.5977,759.3643,FL-TW,0.12696597083214187
FL,TW,19.253012,1217.7084,760.1391,FL-TW,0.12696597083214187
FL,TW,19.351028,1217.1792,756.45544,FL-TW,0.12696597083214187
FL,TW,19.275185,1217.7028,758.9419,FL-TW,0.12696597083214187
FL,TW,19.320122,1217.2495,757.8618,FL-TW,0.12696597083214187
FL,TW,19.294472,1217.5862,757.7593,FL-TW,0.12696597083214187
FL,TW,19.294155,1217.5328,758.106,FL-TW,0.12696597083214187
FL,TW,19.371647,1217.1395,756.3883,FL-TW,0.12696597083214187
FL,TW,19.209244,1217.3092,757.8032,FL-TW,0.12696597083214187
FL,TW,19.4199,1217.3414,756.9303,FL-TW,0.12696597083214187
FL,TW,19.363314,1217.7181,756.5541,FL-TW,0.12696597083214187
FL,TW,19.364094,1217.3165,756.6968,FL-TW,0.12696597083214187
FL,TW,19.250118,1216.8796,754.27606,FL-TW,0.12696597083214187
FL,TW,19.292164,1217.526,758.2864,FL-TW,0.12696597083214187
FL,TW,19.294575,1217.301,757.4314,FL-TW,0.12696597083214187
